# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSB:h-n28uAQ641ChdB	ENSB:h-n28uAQ641ChdB	ENSB:h-n28uAQ641ChdB	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:h3kWU_F9lkO1mrv	ENSB:h3kWU_F9lkO1mrv	ENSB:h3kWU_F9lkO1mrv	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:h5VRBjWLmnsBwHa	ENSB:h5VRBjWLmnsBwHa	ENSB:h5VRBjWLmnsBwHa	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:h5uVtin-Qprtg9m	ENSB:h5uVtin-Qprtg9m	ENSB:h5uVtin-Qprtg9m	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:h6WZqgPg9vR-Ony	ENSB:h6WZqgPg9vR-Ony	ENSB:h6WZqgPg9vR-Ony	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ENSB:h7VFEaTL9s6sI1M	ENSB:h7VFEaTL9s6sI1M	ENSB:h7VFEaTL9s6sI1M	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:h7x1jGk6nShgaDX	ENSB:h7x1jGk6nShgaDX	ENSB:h7x1jGk6nShgaDX	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSB:h90HD_-PeZyuFAS	ENSB:h90HD_-PeZyuFAS	ENSB:h90HD_-PeZyuFAS	protein_coding	1	0	0	4	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0
ENSB:hEeaKm7jGcqDiOg	ENSB:hEeaKm7jGcqDiOg	ENSB:hEeaKm7jGcqDiOg	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:hGY_Msft9PCBzvl	ENSB:hGY_Msft9PCBzvl	ENSB:hGY_Msft9PCBzvl	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:hH8c-OF1Cz6pAEO	ENSB:hH8c-OF1Cz6pAEO	ENSB:hH8c-OF1Cz6pAEO	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:hHo4ggAxlTc4q6Q	ENSB:hHo4ggAxlTc4q6Q	ENSB:hHo4ggAxlTc4q6Q	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSB:hK4LIZnqRHk6E4v	ENSB:hK4LIZnqRHk6E4v	ENSB:hK4LIZnqRHk6E4v	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:hM3aMeTc2eAWSBt	ENSB:hM3aMeTc2eAWSBt	ENSB:hM3aMeTc2eAWSBt	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:hMULctSoPWSKnKN	ENSB:hMULctSoPWSKnKN	ENSB:hMULctSoPWSKnKN	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:hMoYrUrFRYKKbOU	ENSB:hMoYrUrFRYKKbOU	ENSB:hMoYrUrFRYKKbOU	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:hQ1lO0VbADZHzU3	ENSB:hQ1lO0VbADZHzU3	ENSB:hQ1lO0VbADZHzU3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:hRolKBwyeg849p-	ENSB:hRolKBwyeg849p-	ENSB:hRolKBwyeg849p-	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSB:hWMWcP_B1FOSEQF	ENSB:hWMWcP_B1FOSEQF	ENSB:hWMWcP_B1FOSEQF	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSB:hXdADv2KaNzNa0t	ENSB:hXdADv2KaNzNa0t	ENSB:hXdADv2KaNzNa0t	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSB:hYWeF7ei9W2utlg	ENSB:hYWeF7ei9W2utlg	ENSB:hYWeF7ei9W2utlg	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:hYmWO2MnmGBjVd8	ENSB:hYmWO2MnmGBjVd8	ENSB:hYmWO2MnmGBjVd8	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:hb7qMts-kwLqBcn	ENSB:hb7qMts-kwLqBcn	ENSB:hb7qMts-kwLqBcn	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:heIOHGZ5FhNDAJi	ENSB:heIOHGZ5FhNDAJi	ENSB:heIOHGZ5FhNDAJi	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:hg2iFXsN6n_jVl5	ENSB:hg2iFXsN6n_jVl5	ENSB:hg2iFXsN6n_jVl5	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:hgLs2xRvW6WQH9y	ENSB:hgLs2xRvW6WQH9y	ENSB:hgLs2xRvW6WQH9y	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:hgfT6vphCqMnJX7	ENSB:hgfT6vphCqMnJX7	ENSB:hgfT6vphCqMnJX7	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSB:hiiuRQAQm4jMKBd	ENSB:hiiuRQAQm4jMKBd	ENSB:hiiuRQAQm4jMKBd	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:hlLvWsDHYdzWonB	ENSB:hlLvWsDHYdzWonB	ENSB:hlLvWsDHYdzWonB	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
ENSB:hlyTohx1xPd4ciR	ENSB:hlyTohx1xPd4ciR	ENSB:hlyTohx1xPd4ciR	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSB:hodnt-mRblbUEnz	ENSB:hodnt-mRblbUEnz	ENSB:hodnt-mRblbUEnz	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:hp6EhUPqsAUkTkJ	ENSB:hp6EhUPqsAUkTkJ	ENSB:hp6EhUPqsAUkTkJ	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSB:hrXXNR1u98F9qRw	ENSB:hrXXNR1u98F9qRw	ENSB:hrXXNR1u98F9qRw	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:hs2das2_N71m4bm	ENSB:hs2das2_N71m4bm	ENSB:hs2das2_N71m4bm	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:huNJ9eQDpXQi7Fa	ENSB:huNJ9eQDpXQi7Fa	ENSB:huNJ9eQDpXQi7Fa	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:hvWAfqYrXDWGtko	ENSB:hvWAfqYrXDWGtko	ENSB:hvWAfqYrXDWGtko	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:hvXN5J6A7_kt9wQ	ENSB:hvXN5J6A7_kt9wQ	ENSB:hvXN5J6A7_kt9wQ	protein_coding	0	0	2	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1
ENSB:hwuYYyfGujZ1Lne	ENSB:hwuYYyfGujZ1Lne	ENSB:hwuYYyfGujZ1Lne	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:hyc9oqwr5MJszo7	ENSB:hyc9oqwr5MJszo7	ENSB:hyc9oqwr5MJszo7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:hyq1hpLMRmnt_8C	ENSB:hyq1hpLMRmnt_8C	ENSB:hyq1hpLMRmnt_8C	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
ENSB:hzlE_ummROyq7QB	ENSB:hzlE_ummROyq7QB	ENSB:hzlE_ummROyq7QB	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:i1o1pQ8zSQLwo2W	ENSB:i1o1pQ8zSQLwo2W	ENSB:i1o1pQ8zSQLwo2W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:i5CPjyySKAVoqGJ	ENSB:i5CPjyySKAVoqGJ	ENSB:i5CPjyySKAVoqGJ	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:i8q5b1yHeb1_DNz	ENSB:i8q5b1yHeb1_DNz	ENSB:i8q5b1yHeb1_DNz	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:i8sTeEmDniMNFiq	ENSB:i8sTeEmDniMNFiq	ENSB:i8sTeEmDniMNFiq	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:i90EqLPgUuEnKd0	ENSB:i90EqLPgUuEnKd0	ENSB:i90EqLPgUuEnKd0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:i9XSeA-MfGekOKY	ENSB:i9XSeA-MfGekOKY	ENSB:i9XSeA-MfGekOKY	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:iA2B-4IKRs1jIJ8	ENSB:iA2B-4IKRs1jIJ8	ENSB:iA2B-4IKRs1jIJ8	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:iAb69PDzV2CAgxG	ENSB:iAb69PDzV2CAgxG	ENSB:iAb69PDzV2CAgxG	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ENSB:iEA_oLTs5p2LReZ	ENSB:iEA_oLTs5p2LReZ	ENSB:iEA_oLTs5p2LReZ	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:iEJYCJ36hX7kiGg	ENSB:iEJYCJ36hX7kiGg	ENSB:iEJYCJ36hX7kiGg	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:iEnIZGc8-gGitaX	ENSB:iEnIZGc8-gGitaX	ENSB:iEnIZGc8-gGitaX	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
ENSB:iG4ccsYor6Bd6qO	ENSB:iG4ccsYor6Bd6qO	ENSB:iG4ccsYor6Bd6qO	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:iHWrWRXibM0VZTE	ENSB:iHWrWRXibM0VZTE	ENSB:iHWrWRXibM0VZTE	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:iJHlTa27ubNwHwL	ENSB:iJHlTa27ubNwHwL	ENSB:iJHlTa27ubNwHwL	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:iLLPfnLqK_R6d83	ENSB:iLLPfnLqK_R6d83	ENSB:iLLPfnLqK_R6d83	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:iNXhomTHoOsYAAR	ENSB:iNXhomTHoOsYAAR	ENSB:iNXhomTHoOsYAAR	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:iPl4kmxvAL-3N01	ENSB:iPl4kmxvAL-3N01	ENSB:iPl4kmxvAL-3N01	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:iPzg1gxKuFHRcKn	ENSB:iPzg1gxKuFHRcKn	ENSB:iPzg1gxKuFHRcKn	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:iQwsGYUoG5ZbsbX	ENSB:iQwsGYUoG5ZbsbX	ENSB:iQwsGYUoG5ZbsbX	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:iSxW31xa5DDu1GR	ENSB:iSxW31xa5DDu1GR	ENSB:iSxW31xa5DDu1GR	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
ENSB:iUS3hch-ILF8fhD	ENSB:iUS3hch-ILF8fhD	ENSB:iUS3hch-ILF8fhD	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:iV84AWyOTpE-_Tt	ENSB:iV84AWyOTpE-_Tt	ENSB:iV84AWyOTpE-_Tt	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:iWAFfHRrIEc0-C1	ENSB:iWAFfHRrIEc0-C1	ENSB:iWAFfHRrIEc0-C1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:iXNl9u8SYaqVRqw	ENSB:iXNl9u8SYaqVRqw	ENSB:iXNl9u8SYaqVRqw	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:iY4_-a0GLeWejf-	ENSB:iY4_-a0GLeWejf-	ENSB:iY4_-a0GLeWejf-	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSB:iYBGVQVhkXjMrtX	ENSB:iYBGVQVhkXjMrtX	ENSB:iYBGVQVhkXjMrtX	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:iZv-FMEQwBn2xSQ	ENSB:iZv-FMEQwBn2xSQ	ENSB:iZv-FMEQwBn2xSQ	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:ibGD5K_0Z8vT7ad	ENSB:ibGD5K_0Z8vT7ad	ENSB:ibGD5K_0Z8vT7ad	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:ibbYVfMd1HtK8At	ENSB:ibbYVfMd1HtK8At	ENSB:ibbYVfMd1HtK8At	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:ighiTIJYIOqflN3	ENSB:ighiTIJYIOqflN3	ENSB:ighiTIJYIOqflN3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSB:ijes62ofmO3--pU	ENSB:ijes62ofmO3--pU	ENSB:ijes62ofmO3--pU	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:ilP1SVNuRYQ02T-	ENSB:ilP1SVNuRYQ02T-	ENSB:ilP1SVNuRYQ02T-	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ENSB:im871kJ73KOxeFR	ENSB:im871kJ73KOxeFR	ENSB:im871kJ73KOxeFR	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:imt_Hx5HeZ5XfUf	ENSB:imt_Hx5HeZ5XfUf	ENSB:imt_Hx5HeZ5XfUf	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:inhNJ1NvaKzDf6h	ENSB:inhNJ1NvaKzDf6h	ENSB:inhNJ1NvaKzDf6h	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:iozboIydId_3CSD	ENSB:iozboIydId_3CSD	ENSB:iozboIydId_3CSD	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:irj1J5Dt3s-ykkQ	ENSB:irj1J5Dt3s-ykkQ	ENSB:irj1J5Dt3s-ykkQ	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:iry_yfczH4ytxUa	ENSB:iry_yfczH4ytxUa	ENSB:iry_yfczH4ytxUa	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:iskQkdpx3wjqe-q	ENSB:iskQkdpx3wjqe-q	ENSB:iskQkdpx3wjqe-q	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:ivEck3W9zzgvKmO	ENSB:ivEck3W9zzgvKmO	ENSB:ivEck3W9zzgvKmO	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:iwz9kwdF3GHPosq	ENSB:iwz9kwdF3GHPosq	ENSB:iwz9kwdF3GHPosq	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:ix2uE3Ysu4mXzsZ	ENSB:ix2uE3Ysu4mXzsZ	ENSB:ix2uE3Ysu4mXzsZ	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:ixilKvyeRRsmKdD	ENSB:ixilKvyeRRsmKdD	ENSB:ixilKvyeRRsmKdD	protein_coding	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSB:iy5P-bK3uzdHmu1	ENSB:iy5P-bK3uzdHmu1	ENSB:iy5P-bK3uzdHmu1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:izWU3ot2PsEQs1D	ENSB:izWU3ot2PsEQs1D	ENSB:izWU3ot2PsEQs1D	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:j--NBtdA76Vvyaw	ENSB:j--NBtdA76Vvyaw	ENSB:j--NBtdA76Vvyaw	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ENSB:j1TrbYQckn8iTy5	ENSB:j1TrbYQckn8iTy5	ENSB:j1TrbYQckn8iTy5	protein_coding	0	1	1	4	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0
ENSB:j34jSFWB1RX3OwM	ENSB:j34jSFWB1RX3OwM	ENSB:j34jSFWB1RX3OwM	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSB:j3Or7DQFwwYWhgW	ENSB:j3Or7DQFwwYWhgW	ENSB:j3Or7DQFwwYWhgW	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:j5FW9pIu_s-V7qA	ENSB:j5FW9pIu_s-V7qA	ENSB:j5FW9pIu_s-V7qA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:j6yFqsA8mxhTZa1	ENSB:j6yFqsA8mxhTZa1	ENSB:j6yFqsA8mxhTZa1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:j8bvhoxXlrcgFD4	ENSB:j8bvhoxXlrcgFD4	ENSB:j8bvhoxXlrcgFD4	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:jDgmsHglGcNo0SR	ENSB:jDgmsHglGcNo0SR	ENSB:jDgmsHglGcNo0SR	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:jER74WFNkOdQLLb	ENSB:jER74WFNkOdQLLb	ENSB:jER74WFNkOdQLLb	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
ENSB:jEehfNiAb_GPxUm	ENSB:jEehfNiAb_GPxUm	ENSB:jEehfNiAb_GPxUm	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:jF0qL68TDgv0T0a	ENSB:jF0qL68TDgv0T0a	ENSB:jF0qL68TDgv0T0a	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:jIQa7oXe6Ca-qDR	ENSB:jIQa7oXe6Ca-qDR	ENSB:jIQa7oXe6Ca-qDR	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:jLRpSMqFuYIbV0Z	ENSB:jLRpSMqFuYIbV0Z	ENSB:jLRpSMqFuYIbV0Z	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:jPueDsvOI6swzjb	ENSB:jPueDsvOI6swzjb	ENSB:jPueDsvOI6swzjb	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:jQcEMeADW2lG58a	ENSB:jQcEMeADW2lG58a	ENSB:jQcEMeADW2lG58a	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSB:jS-UmWaLSeq9eS1	ENSB:jS-UmWaLSeq9eS1	ENSB:jS-UmWaLSeq9eS1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:jSCXJTzHaw2WmYQ	ENSB:jSCXJTzHaw2WmYQ	ENSB:jSCXJTzHaw2WmYQ	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSB:jTF4bHgcFmCMu5O	ENSB:jTF4bHgcFmCMu5O	ENSB:jTF4bHgcFmCMu5O	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:j_GnoU-2FG0xYzD	ENSB:j_GnoU-2FG0xYzD	ENSB:j_GnoU-2FG0xYzD	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ENSB:jb5Y01DNDF45Ito	ENSB:jb5Y01DNDF45Ito	ENSB:jb5Y01DNDF45Ito	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ENSB:jcSLFEq-nlGETLd	ENSB:jcSLFEq-nlGETLd	ENSB:jcSLFEq-nlGETLd	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:jetzevnSqq3V4u1	ENSB:jetzevnSqq3V4u1	ENSB:jetzevnSqq3V4u1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:jicH0srgvmNFF3F	ENSB:jicH0srgvmNFF3F	ENSB:jicH0srgvmNFF3F	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:jkodre2JY24bdQW	ENSB:jkodre2JY24bdQW	ENSB:jkodre2JY24bdQW	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:jmwuzGg4tmwk8Ww	ENSB:jmwuzGg4tmwk8Ww	ENSB:jmwuzGg4tmwk8Ww	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:joCriomWwU1i7j3	ENSB:joCriomWwU1i7j3	ENSB:joCriomWwU1i7j3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:jsJA8rLcO-1OIPh	ENSB:jsJA8rLcO-1OIPh	ENSB:jsJA8rLcO-1OIPh	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:jv0iTWgBpVSQM8E	ENSB:jv0iTWgBpVSQM8E	ENSB:jv0iTWgBpVSQM8E	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:jv3r31apvx_-hKh	ENSB:jv3r31apvx_-hKh	ENSB:jv3r31apvx_-hKh	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSB:jxumpL_9pYwthCH	ENSB:jxumpL_9pYwthCH	ENSB:jxumpL_9pYwthCH	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:jyIRmHECyCgYXfg	ENSB:jyIRmHECyCgYXfg	ENSB:jyIRmHECyCgYXfg	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:k0swY_dNKh5PMKL	ENSB:k0swY_dNKh5PMKL	ENSB:k0swY_dNKh5PMKL	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSB:k2-_PBUYjIPGaWd	ENSB:k2-_PBUYjIPGaWd	ENSB:k2-_PBUYjIPGaWd	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:k3jCyWx48U_9uMl	ENSB:k3jCyWx48U_9uMl	ENSB:k3jCyWx48U_9uMl	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:k4rhjbAUKWbfInd	ENSB:k4rhjbAUKWbfInd	ENSB:k4rhjbAUKWbfInd	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSB:k7gHUPjOL_624qS	ENSB:k7gHUPjOL_624qS	ENSB:k7gHUPjOL_624qS	protein_coding	0	0	1	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1
ENSB:k7tNvWaY2QrBmtF	ENSB:k7tNvWaY2QrBmtF	ENSB:k7tNvWaY2QrBmtF	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:kB3yNl6IsB0RkxB	ENSB:kB3yNl6IsB0RkxB	ENSB:kB3yNl6IsB0RkxB	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:kF4xWA9mUM9CpOs	ENSB:kF4xWA9mUM9CpOs	ENSB:kF4xWA9mUM9CpOs	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:kFhAGWCL11iF0BK	ENSB:kFhAGWCL11iF0BK	ENSB:kFhAGWCL11iF0BK	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:kGBkMmCI_FQEd8s	ENSB:kGBkMmCI_FQEd8s	ENSB:kGBkMmCI_FQEd8s	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:kGYJ7dF-0_Y8ZJq	ENSB:kGYJ7dF-0_Y8ZJq	ENSB:kGYJ7dF-0_Y8ZJq	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:kGqpUDul8xbu21g	ENSB:kGqpUDul8xbu21g	ENSB:kGqpUDul8xbu21g	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:kHUSoe34lRsxapL	ENSB:kHUSoe34lRsxapL	ENSB:kHUSoe34lRsxapL	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
